acq,money-fx,grain,crude,trade,interest,ship,wheat,corn
0, 340,6,1,38,6,2,44,1,0,413.0
1, 8,82,13,31,76,127,4,5,5,287.0
2, 0,196,16,11,7,97,3,13,6,251.0
3, 8,46,15,14,183,7,4,3,7,247.0
4, 0,9,143,30,13,2,12,79,56,199.0
5, 7,7,92,43,19,12,24,60,33,193.0
6, 2,71,64,21,19,12,22,22,40,193.0
7, 22,12,9,127,8,8,9,3,2,179.0
8, 13,22,35,34,6,8,64,11,11,162.0
